"TransactionID","fraud"
"3663586",0.116131110829795
"3663588",0.0808793329796812
"3663597",0.079878338314473
"3663601",0.116131110829795
"3663602",0.116131110829795
"3663622",0.0435307413344076
"3663624",0.0435307413344076
"3663626",0.0435307413344076
"3663629",0.0435307413344076
"3663658",0.0320068921149651
"3663669",0.0757277489788558
"3663677",0.0291931470365173
"3663693",0.0320068921149651
"3663702",0.0757277489788558
"3663704",0.0722288387548537
"3663708",0.0367002738369851
"3663710",0.0722288387548537
"3663714",0.202165411821404
"3663715",0.110322638168456
"3663716",0.202165411821404
"3663737",0.110322638168456
"3663744",0.0632904365128104
"3663747",0.110322638168456
"3663754",0.116131110829795
"3663755",0.116131110829795
"3663758",0.0291931470365173
"3663769",0.110322638168456
"3663773",0.020623450528814
"3663778",0.0154829309914952
"3663780",0.0154829309914952
"3663785",0.032264946049266
"3663793",0.0154829309914952
"3663794",0.0388015919826808
"3663799",0.143412996358868
"3663808",0.105407601920466
"3663811",0.020623450528814
"3663812",0.020623450528814
"3663813",0.020623450528814
"3663821",0.0480365396821783
"3663823",0.116131110829795
"3663827",0.0632904365128104
"3663828",0.0632904365128104
"3663832",0.0388015919826808
"3663836",0.0632904365128104
"3663839",0.116131110829795
"3663848",0.0518931454739696
"3663849",0.0518931454739696
"3663859",0.0427354373478821
"3663861",0.0388015919826808
"3663864",0.0226247732706081
"3663875",0.110322638168456
"3663881",0.110322638168456
"3663884",0.136450635838036
"3663909",0.202165411821404
"3663911",0.110322638168456
"3663913",0.110322638168456
"3663925",0.0632904365128104
"3663936",0.0338489276733146
"3663978",0.0632904365128104
"3663998",0.0338489276733146
"3664000",0.0757277489788558
"3664007",0.079878338314473
"3664020",0.116131110829795
"3664022",0.202165411821404
"3664025",0.0388015919826808
"3664031",0.0388015919826808
"3664043",0.0404300408689854
"3664046",0.0722288387548537
"3664049",0.110322638168456
"3664050",0.0757277489788558
"3664051",0.110322638168456
"3664052",0.116131110829795
"3664079",0.143412996358868
"3664080",0.143412996358868
"3664088",0.0806900987333942
"3664095",0.105407601920466
"3664098",0.110322638168456
"3664102",0.032264946049266
"3664105",0.0722288387548537
"3664113",0.0427354373478821
"3664127",0.0722288387548537
"3664131",0.0393377876992892
"3664138",0.110322638168456
"3664143",0.0404300408689854
"3664146",0.110322638168456
"3664149",0.0338489276733146
"3664150",0.0367002738369851
"3664154",0.116131110829795
"3664156",0.0722288387548537
"3664160",0.0757277489788558
"3664166",0.0427354373478821
"3664170",0.0757277489788558
"3664176",0.0757277489788558
"3664177",0.143412996358868
"3664221",0.202165411821404
"3664223",0.110322638168456
"3664226",0.202165411821404
"3664232",0.202165411821404
"3664236",0.202165411821404
"3664244",0.0575782883653792
"3664246",0.0575782883653792
"3664259",0.0599456230982369
"3664261",0.0722288387548537
"3664296",0.0722288387548537
"3664299",0.0722288387548537
"3664301",0.0722288387548537
"3664304",0.0435307413344076
"3664307",0.116131110829795
"3664316",0.192993396474433
"3664319",0.192993396474433
"3664321",0.192993396474433
"3664325",0.110322638168456
"3664328",0.192993396474433
"3664330",0.0338489276733146
"3664332",0.0632904365128104
"3664333",0.0632904365128104
"3664338",0.202165411821404
"3664353",0.041184287385688
"3664354",0.041184287385688
"3664359",0.0186853079663111
"3664378",0.0404300408689854
"3664421",0.110322638168456
"3664428",0.202165411821404
"3664433",0.0354211735368815
"3664483",0.0722288387548537
"3664492",0.143412996358868
"3664512",0.06844616033031
"3664513",0.06844616033031
"3664514",0.06844616033031
"3664516",0.0722288387548537
"3664517",0.06844616033031
"3664518",0.06844616033031
"3664520",0.202165411821404
"3664521",0.116131110829795
"3664527",0.0427354373478821
"3664533",0.143412996358868
"3664535",0.202165411821404
"3664536",0.116131110829795
"3664538",0.143412996358868
"3664544",0.143412996358868
"3664550",0.0154829309914952
"3664551",0.143412996358868
"3664555",0.0632904365128104
"3664557",0.143412996358868
"3664560",0.032264946049266
"3664566",0.0722288387548537
"3664571",0.0731917884352547
"3664576",0.202165411821404
"3664609",0.0338489276733146
"3664617",0.202165411821404
"3664618",0.143412996358868
"3664621",0.143412996358868
"3664622",0.0435307413344076
"3664623",0.032264946049266
"3664626",0.0404300408689854
"3664629",0.079878338314473
"3664655",0.0757277489788558
"3664660",0.110322638168456
"3664669",0.0722288387548537
"3664704",0.079878338314473
"3664709",0.116131110829795
"3664711",0.079878338314473
"3664713",0.105407601920466
"3664717",0.136450635838036
"3664723",0.105407601920466
"3664731",0.116131110829795
"3664747",0.0575782883653792
"3664756",0.032264946049266
"3664767",0.116131110829795
"3664773",0.0480365396821783
"3664788",0.0367002738369851
"3664797",0.0765008361493743
"3664812",0.0415131603827334
"3664829",0.0404300408689854
"3664834",0.0404300408689854
"3664854",0.202165411821404
"3664864",0.0806900987333942
"3664878",0.079878338314473
"3664883",0.116131110829795
"3664885",0.116131110829795
"3664886",0.110322638168456
"3664887",0.0632904365128104
"3664890",0.0275972387580691
"3664893",0.0615180463251624
"3664898",0.0615180463251624
"3664908",0.192993396474433
"3664911",0.0599456230982369
"3664913",0.202165411821404
"3664918",0.116131110829795
"3664919",0.192993396474433
"3664921",0.110322638168456
"3664922",0.110322638168456
